Id,Year,Month,Res,solids,NTU,org_ml,MPN_100ml,MPN_100ml__1,LosR,Silica,Ca,Mg,Ca_Mg,NO3,NO3_USGS,Cl2,Na,SO4,K,pH,Alk,Hard,Nhard,C_USGSTemp,F_USGS,Temp,MD_Precip_inch_mon,MD_Temp_F
190711,1907,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.516666667,0,2.633333333,0,0,0,0,51.2,60.96666667,0,0,0,0,5.37,41.9
190712,1907,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.607142857,0,2.214285714,0,0,0,0,45.54285714,55.52857143,0,0,0,0,4.2,36.3
19072,1907,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1.33125,0,2.296875,0,0,0,0,48.48484848,59.03125,0,0,0,0,2.48,27
19073,1907,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1.325,0,1.85,0,0,0,0,36.94444444,45.9375,0,0,0,0,3.35,45.3
19074,1907,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1.155,0,1.9625,0,0,0,0,49.8,57.1,0,0,0,0,3.35,45.9
19075,1907,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.666666667,0,1.775,0,0,0,0,48,52,0,0,0,0,4.56,57.3
19076,1907,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.3675,0,1.8875,0,0,0,0,46.75,58.575,0,0,0,0,5.81,64.3
19077,1907,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.66,0,2.84,0,0,0,0,57.79,63.03,0,0,0,0,4.15,74.2
19078,1907,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.514285714,0,2.071428571,0,0,0,0,70.12857143,78.37142857,0,0,0,0,4.46,70.9
19079,1907,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.433333333,0,1.8,0,0,0,0,81.33333333,87.16666667,0,0,0,0,6.44,67.6
19081,1908,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.738888889,0,1.833333333,0,0,0,0,43.48888889,49.38888889,0,0,0,0,3.36,32
190810,1908,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.205,0,2.575,0,0,0,0,96,108.475,0,0,0,0,2.36,56.8
190811,1908,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.2,0,2.85,0,0,0,0,69.7,100.3,0,0,0,0,0.97,43.7
190812,1908,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.26,0,3.64,0,0,0,0,80.94,103.4,0,0,0,0,3.23,35.3
19082,1908,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.65,0,2.275,0,0,0,0,47.9,54.0625,0,0,0,0,4.34,28.4
19083,1908,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.48125,0,1.225,0,0,0,0,38.325,44.9,0,0,0,0,3.22,44.9
19084,1908,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.383333333,0,2.216666667,0,0,0,0,54.63333333,65.75,0,0,0,0,2.31,53.4
19085,1908,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.375,0,1.5,0,0,0,0,39,43.3,0,0,0,0,6.2,62.7
19086,1908,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.395,0,1.86,0,0,0,0,66.04,71.86,0,0,0,0,2.16,69.9
19087,1908,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.325,0,1.9125,0,0,0,0,79.3125,90.0625,0,0,0,0,4.99,76.1
19088,1908,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.433333333,0,1.866666667,0,0,0,0,72.1,75.23333333,0,0,0,0,5.05,71.3
19089,1908,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.266666667,0,2.533333333,0,0,0,0,84.86666667,86.93333333,0,0,0,0,2.48,65.3
19091,1909,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.207142857,0,2.228571429,0,0,0,0,60.62857143,76.77142857,0,0,0,0,2.84,34.3
190910,1909,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.121428571,0,3.857142857,0,0,0,0,102.9857143,109.6428571,0,0,0,0,1.8,51
190911,1909,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.151,0,4.05,0,0,0,0,91.91,103.62,0,0,0,0,1.18,48.3
190912,1909,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.2475,0,4.2375,0,0,0,0,80.775,107.7,0,0,0,0,3.69,29.9
19092,1909,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.471428571,0,1.314285714,0,0,0,0,41.32857143,55.94285714,0,0,0,0,3.7,40.7
19093,1909,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.605,0,1.67,0,0,0,0,39.57,53.27,0,0,0,0,3.75,39.4
19094,1909,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.31875,0,1.7625,0,0,0,0,45.4625,60.3125,0,0,0,0,3.53,51.5
19095,1909,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.275,0,1.5125,0,0,0,0,48.4125,52.8625,0,0,0,0,3.57,61.5
19096,1909,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.242857143,0,1.42,0,0,0,0,44.94,48.28,0,0,0,0,5.12,71.3
19097,1909,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.15,0,1.4125,0,0,0,0,68,67.9375,0,0,0,0,1.63,72.7
19098,1909,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.1,0,2.03,0,0,0,0,90.45,95.74,0,0,0,0,3.15,71.3
19099,1909,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.18,0,3.4625,0,0,0,0,96.5875,102.125,0,0,0,0,3.47,64.8
19101,1910,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.425,0,3.116666667,0,0,0,0,56.41666667,82.98333333,0,0,0,0,4.54,31.3
191010,1910,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.05,0,4.6875,0,0,0,0,102.3,109.9375,0,0,0,0,3.23,58.4
191011,1910,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.098,0,4.65,0,0,0,0,98.85,113.8,0,0,0,0,2.09,39.1
191012,1910,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.2925,0,5.1,0,0,0,0,110.2375,114.4375,0,0,0,0,2.36,27.6
19102,1910,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,31.9
19103,1910,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,48.2
19104,1910,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61,54.9
19105,1910,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.265,0,2.5,0,0,0,0,59.9,83.6,0,0,0,0,3,59.3
19106,1910,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.15,0,1.65,0,0,0,0,47.3125,64.475,0,0,0,0,5.8,67.2
19107,1910,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.14625,0,2.3625,0,0,0,0,70.1,89.125,0,0,0,0,2.53,75.5
19108,1910,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.093,0,3.03,0,0,0,0,88.44,96.06,0,0,0,0,2.83,71.9
19109,1910,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.09875,0,3.8875,0,0,0,0,98.825,105.25,0,0,0,0,1.97,68.8
19111,1911,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.611428571,0,3.75,0,0,0,0,51.07,65.58,0,0,0,0,4.11,36.1
191110,1911,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.31,0,3.14,0,0,0,0,53.9,53.16,0,0,0,0,3.5,55.7
191111,1911,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.325,0,3.35,0,0,0,0,48.375,51.1875,0,0,0,0,4.07,41.5
191112,1911,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.4,0,3.5625,0,0,0,0,48.375,50.68333333,0,0,0,0,3.71,39.2
19112,1911,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.975,0,3.3125,0,0,0,0,39.1125,51.425,0,0,0,0,2,34.4
19113,1911,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.6125,0,2.2625,0,0,0,0,38.375,45.725,0,0,0,0,2.59,39
19114,1911,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.325,0,2.5125,0,0,0,0,36.6,46.925,0,0,0,0,3.22,47.8
19115,1911,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.171,0,1.88,0,0,0,0,59.22,67.29,0,0,0,0,1.11,66.8
19116,1911,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.25,0,2.75,0,0,0,0,69.08333333,100.9666667,0,0,0,0,4.19,71
19117,1911,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.22375,0,2.928571429,0,0,0,0,68.1875,84.625,0,0,0,0,2.78,76.4
19118,1911,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.14,0,4.1,0,0,0,0,75.5,86.23,0,0,0,0,10.09,74.3
19119,1911,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.525,0,2.95,0,0,0,0,53.5,59.55,0,0,0,0,2.9,68.6
19121,1912,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.55,0,2.66,0,0,0,0,46.6,49.17777778,0,0,0,0,2.69,23.1
191210,1912,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.82,0,4.45,0,0,0,0,69.58,71.15,0,0,0,0,1.55,57.5
191211,1912,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.675,0,4.85,0,0,0,0,80.4375,96.8875,0,0,0,0,2.08,45.2
191212,1912,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.4,0,3.875,0,0,0,0,80.375,79.1,0,0,0,0,3.94,37.6
19122,1912,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.625,0,2.1375,0,0,0,0,45.375,43.05,0,0,0,0,2.6,28.4
19123,1912,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.7375,0,2.425,0,0,0,0,35.625,39.0125,0,0,0,0,6.78,38.7
19124,1912,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.59,0,2.41,0,0,0,0,48.6,47.24,0,0,0,0,2.74,53.6
19125,1912,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.325,0,1.825,0,0,0,0,41.5375,46.6625,0,0,0,0,4.14,63.4
19126,1912,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.31875,0,2.9125,0,0,0,0,69.475,76.0625,0,0,0,0,4.11,68.7
19127,1912,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.62,0,2.61,0,0,0,0,62.65,79.2,0,0,0,0,5.62,73.8
19128,1912,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.65,0,2.55,0,0,0,0,66.21666667,67.28333333,0,0,0,0,2.97,71.1
19129,1912,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.425,0,3.8,0,0,0,0,81.4125,82.8,0,0,0,0,6.15,68.5
19131,1913,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.73,0,3.6,0,0,0,0,31.7,52.74,0,0,0,0,3.29,40.9
191310,1913,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.275,0,4.725,0,0,0,0,71.8125,91.5125,0,0,0,0,4.59,57.4
191311,1913,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.471428571,0,3.85,0,0,0,0,53.625,86.9875,0,0,0,0,2.24,46.2
191312,1913,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,3.92,0,0,0,0,58.9,88.14,0,0,0,0,2.48,38.2
19132,1913,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.7375,0,4.275,0,0,0,0,54.6875,63.2125,0,0,0,0,1.52,33.2
19133,1913,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.7375,0,4.275,0,0,0,0,54.6875,63.2125,0,0,0,0,4.63,46.4
19134,1913,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.62,0,3.84,0,0,0,0,40.75,47.33,0,0,0,0,4.44,52.8
19135,1913,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.825,0,2.825,0,0,0,0,53.75,57.4875,0,0,0,0,4.33,61.9
19136,1913,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.5875,0,3.1875,0,0,0,0,57.375,56.7375,0,0,0,0,2.27,70.6
19137,1913,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.5,0,3.97,0,0,0,0,80.16,86.44,0,0,0,0,2.97,75.2
19138,1913,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.25,0,4.075,0,0,0,0,86,91.5875,0,0,0,0,3.95,72.6
19139,1913,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.233333333,0,3.54,0,0,0,0,93,103.72,0,0,0,0,2.75,65.9
19141,1914,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.425,0,3.65,0,0,0,0,47.625,70.6625,0,0,0,0,4.1,35.3
191410,1914,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.3,0,5.1875,0,0,0,0,81.3125,114.45,0,0,0,0,1.74,58.6
191411,1914,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.166666667,0,5.45,0,0,0,0,82.375,126.6,0,0,0,0,2.08,43.3
191412,1914,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.47,0,4.45,0,0,0,0,58.58,94.16,0,0,0,0,4.45,31
19142,1914,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.3375,0,3.775,0,0,0,0,46,65.325,0,0,0,0,2.93,27.4
19143,1914,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.388888889,0,3.68,0,0,0,0,42.05,57.63,0,0,0,0,2.44,37
19144,1914,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.257142857,0,3.2625,0,0,0,0,41,43.475,0,0,0,0,3.91,50.4
19145,1914,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.225,0,3.55,0,0,0,0,48,52.775,0,0,0,0,2.07,64.4
19146,1914,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.13,0,4.41,0,0,0,0,62.6,82.87,0,0,0,0,3.97,71.8
19147,1914,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.2625,0,4.45,0,0,0,0,61.1875,78.95,0,0,0,0,2.85,73.9
19148,1914,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.2625,0,4.70875,0,0,0,0,75.5,94.8875,0,0,0,0,4.91,74
19149,1914,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.1625,0,4.93,0,0,0,0,71.26,104.67,0,0,0,0,1.24,64
19151,1915,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.6625,0,3.6,0,0,0,0,33.75,55.775,0,0,0,0,6.12,33.1
191510,1915,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.725,0,3.9,0,0,0,0,60.5625,63.175,0,0,0,0,3.88,57.3
191511,1915,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.45,0,4.14,0,0,0,0,73,77.86,0,0,0,0,1.49,43.9
191512,1915,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.4,0,4.5,0,0,0,0,58.35714286,100.5,0,0,0,0,3.22,32.2
19152,1915,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.6375,0,3.575,0,0,0,0,37.9375,50.375,0,0,0,0,4.57,36.2
19153,1915,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.216666667,0,4.285714286,0,0,0,0,48.42857143,58.58571429,0,0,0,0,1.16,35.8
19154,1915,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.357142857,0,3.9125,0,0,0,0,66.375,69.55,0,0,0,0,1.57,55.8
19155,1915,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.4,0,4.35,0,0,0,0,65.625,74.475,0,0,0,0,3.84,60
19156,1915,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.35,0,3.4125,0,0,0,0,55.9375,60.35,0,0,0,0,5.09,67.9
19157,1915,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.2625,0,4.45,0,0,0,0,84.3125,90.1875,0,0,0,0,3.44,73.8
19158,1915,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.4,0,4.45,0,0,0,0,63.15,68.8,0,0,0,0,8.34,72
19159,1915,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.4,0,4.1375,0,0,0,0,64.25,69.5125,0,0,0,0,2.34,68.6
19161,1916,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.475,0,3.9125,0,0,0,0,42,56.35,0,0,0,0,1.85,37.3
191610,1916,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.116666667,0,5.4,0,0,0,0,78.97,85.54,0,0,0,0,1.97,54.9
191611,1916,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.171428571,0,5.6125,0,0,0,0,82.1875,100.2,0,0,0,0,2.22,44.1
191612,1916,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.1875,0,5.175,0,0,0,0,70.125,87.35,0,0,0,0,3.68,32.8
19162,1916,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.4375,0,4.125,0,0,0,0,41.8125,48.9125,0,0,0,0,3.41,31
19163,1916,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.5,0,3.97,0,0,0,0,40.24,70.57,0,0,0,0,3.94,35.1
19164,1916,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.5625,0,3.75,0,0,0,0,45.625,47.9,0,0,0,0,3.12,50.3
19165,1916,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.479,0,3.28,0,0,0,0,59.9,57.48,0,0,0,0,3.62,63.9
19166,1916,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.325,0,4.0375,0,0,0,0,59.6875,60.1375,0,0,0,0,6.3,66.5
19167,1916,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.28,0,3.975,0,0,0,0,67,72.8625,0,0,0,0,5.68,75.5
19168,1916,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.725,0,4.48,0,0,0,0,72.15,79.32,0,0,0,0,2.45,73.7
19169,1916,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.25625,0,4.0125,0,0,0,0,71.3125,71.825,0,0,0,0,3.52,64.5
19171,1917,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.271428571,0,4.06,0,0,0,0,43.65,58.11,0,0,0,0,3.18,32.7
191710,1917,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,5.3625,0,0,0,0,92.4375,107.7625,0,0,0,0,5.7,50.3
191711,1917,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.30625,0,4.2375,0,0,0,0,67.625,86.8125,0,0,0,0,0.61,40.3
191712,1917,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.7625,0,3.3,0,0,0,0,77.9375,81.625,0,0,0,0,1.64,25.8
19172,1917,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.333333333,0,3.966666667,0,0,0,0,49.66666667,63.48333333,0,0,0,0,2.27,30.7
19173,1917,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.283333333,0,3.5875,0,0,0,0,34.6875,49.2,0,0,0,0,5.41,40.3
19174,1917,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.2,0,3.0875,0,0,0,0,48.3125,58.7,0,0,0,0,2.42,51.3
19175,1917,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.16,0,3.731,0,0,0,0,66.3,70.64,0,0,0,0,3.03,56.5
19176,1917,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.266666667,0,3.175,0,0,0,0,44.5,49.725,0,0,0,0,4.11,69.6
19177,1917,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.25,0,4.346,0,0,0,0,75.15,83.16,0,0,0,0,6.67,74.4
19178,1917,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0.26,0,4.1,0,0,0,0,73.0625,87.35,0,0,0,0,3.19,72.9
